Age,AnnualIncome,CreditScore,EmploymentStatus,Experience,LoanAmount,LoanDuration,HomeOwnershipStatus,CreditUtilization,DebtToIncome,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,MonthlyIncome,UtilityPaymentScore,JobTenure,NetWorth,InterestRate,LoanApproved,NewLoanApproved,RiskScore
43,46660,627,Self-Employed,21,14552,60,Mortgage,12%,8%,0,Auto,0,23,4,7233,3888.33,96.49,0,17094,21.53,0,Rejected,53
54,85763,623,Employed,29,20095,48,Other,74%,18%,0,Home,0,19,25,1321,7146.92,75.74,7,51813,21.09,1,Approved,37
30,21116,541,Employed,7,9423,12,Rent,34%,43%,0,Debt Consolidation,0,19,29,9393,1759.67,77.83,4,697758,22.87,1,Approved,40
34,95862,502,Employed,11,17698,60,Mortgage,54%,24%,0,Education,0,18,16,1814,7988.5,81.85,4,136911,26.23,1,Approved,38
33,32612,523,Employed,10,12195,36,Rent,50%,30%,0,Home,0,23,6,1528,2717.67,87.48,6,40867,22.02,0,Rejected,56
30,86789,557,Employed,7,53695,48,Own,28%,17%,0,Home,0,24,7,4824,7232.42,84.67,7,9393,32.04,0,Rejected,50
35,121913,656,Employed,11,14965,36,Mortgage,68%,43%,0,Home,0,23,24,6240,10159.42,90.22,3,64019,17.05,1,Approved,38
49,248097,561,Employed,22,35379,48,Mortgage,37%,37%,0,Home,0,15,13,11263,20674.75,90.23,4,10832,23.8,1,Approved,42
27,45164,626,Employed,5,49761,84,Rent,16%,68%,0,Debt Consolidation,1,16,2,13851,3763.67,73.46,2,171502,25.75,0,Rejected,61
45,54354,627,Employed,23,13080,72,Own,22%,20%,0,Auto,0,23,24,1288,4529.5,64.44,4,149523,20,1,Approved,34
19,30982,392,Employed,0,20701,108,Own,39%,21%,0,Debt Consolidation,0,26,19,26278,2581.83,71.41,2,13839,35.47,0,Rejected,53
33,51977,603,Employed,11,67254,24,Mortgage,37%,32%,0,Auto,0,19,27,4107,4331.42,93.95,6,22800,27.32,0,Rejected,51
36,28643,545,Unemployed,10,21146,60,Own,28%,33%,0,Other,0,24,25,2277,2386.92,93.35,3,122036,24.62,0,Rejected,55
60,106868,612,Employed,36,16389,36,Mortgage,43%,11%,1,Debt Consolidation,0,23,27,1464,8905.67,92.89,4,103235,17.99,1,Approved,44
36,76465,567,Employed,15,15262,48,Mortgage,43%,48%,0,Education,0,19,22,749,6372.08,66.71,10,53439,25.5,1,Approved,44
18,35315,538,Employed,0,16253,108,Other,37%,38%,0,Home,0,32,27,398,2942.92,44.15,4,462170,34.55,0,Rejected,49
18,32097,586,Employed,0,35206,60,Rent,48%,46%,0,Debt Consolidation,0,24,14,611,2674.75,97.99,6,38110,25.13,0,Rejected,58
40,41866,625,Unemployed,19,7229,108,Other,39%,48%,0,Debt Consolidation,0,22,20,3498,3488.83,45.03,3,101351,21.99,0,Rejected,53
47,32325,578,Employed,24,21043,48,Own,7%,25%,0,Home,0,22,8,6889,2693.75,48.65,6,67998,21.91,0,Rejected,51
44,60871,587,Employed,22,24637,60,Rent,11%,44%,0,Auto,1,22,11,2134,5072.58,87.49,2,8632,23.92,0,Rejected,61
42,54197,640,Self-Employed,22,13691,36,Rent,5%,6%,0,Education,0,21,25,11544,4516.42,59.97,6,2049,17.2,1,Approved,39
53,92275,616,Employed,30,19522,72,Mortgage,26%,41%,0,Home,0,28,20,2057,7689.58,84.91,3,175578,23.9,1,Approved,38
33,83403,566,Self-Employed,11,26976,72,Other,29%,41%,0,Debt Consolidation,0,27,8,2914,6950.25,78.06,6,44142,24.17,0,Rejected,59
50,63193,636,Employed,31,44857,24,Rent,32%,18%,0,Other,0,22,25,5507,5266.08,65.59,4,7838,19.18,0,Rejected,47
20,60480,614,Unemployed,2,30794,36,Own,3%,20%,0,Home,1,26,20,1105,5040,71.27,7,8092,22.76,0,Rejected,55
29,184104,507,Employed,8,13709,12,Rent,27%,18%,0,Debt Consolidation,0,29,16,1909,15342,57.75,3,107631,22,1,Approved,35
18,52230,521,Self-Employed,0,15251,84,Rent,30%,14%,0,Home,0,29,15,16384,4352.5,86.88,0,51245,26.55,0,Rejected,51
36,29126,553,Employed,17,14708,72,Rent,17%,11%,0,Auto,0,29,28,9296,2427.17,77.2,7,2740,24.84,0,Rejected,51
39,56473,555,Employed,14,33635,24,Mortgage,6%,21%,0,Auto,0,25,21,8603,3053.92,81.82,2,151390,23.54,0,Rejected,47
41,15000,477,Self-Employed,19,10009,48,Mortgage,6%,41%,0,Education,0,24,11,3952,1250,93.56,3,85184,22.94,0,Rejected,58
40,67732,611,Employed,18,23833,96,Own,33%,26%,0,Home,0,20,16,1392,5644.33,67.33,4,6557,24.59,0,Rejected,49
28,24188,535,Employed,6,20190,48,Rent,33%,13%,0,Other,0,17,25,9492,2015.67,66.12,7,67775,29.52,0,Rejected,50
37,24699,594,Employed,17,61724,120,Own,38%,27%,0,Home,0,21,10,4427,2058.25,88.67,4,39875,28.3,0,Rejected,54
22,28635,610,Employed,0,23737,36,Own,3%,26%,0,Home,0,22,28,3539,2386.25,74.82,5,51591,17.54,0,Rejected,48
56,144504,645,Employed,34,40357,36,Rent,27%,19%,0,Other,0,24,19,12136,12042,75.86,7,239455,17.19,1,Approved,33
36,35944,528,Unemployed,15,16132,36,Other,50%,2%,0,Debt Consolidation,1,22,4,3710,2995.33,80.07,6,4587,22.58,0,Rejected,64
34,86163,599,Employed,13,36808,48,Own,46%,57%,0,Debt Consolidation,0,26,2,7719,7180.25,76.98,7,94785,23.22,0,Rejected,60
59,70373,574,Self-Employed,39,32408,36,Mortgage,36%,26%,0,Home,1,27,25,2473,5864.42,77.77,6,262304,23.99,1,Approved,44
25,53496,494,Self-Employed,3,27037,60,Other,23%,7%,0,Education,0,19,22,2372,4458,85.91,0,9984,26.95,0,Rejected,53
26,35612,462,Employed,4,72523,48,Rent,14%,41%,0,Debt Consolidation,0,19,12,924,2967.67,90,7,8714,26.92,0,Rejected,56
26,53062,541,Employed,4,30742,48,Mortgage,36%,21%,0,Home,0,21,1,11935,4421.83,73.68,5,6749,20.89,0,Rejected,56
39,35942,562,Employed,16,30918,60,Own,18%,20%,0,Education,0,21,19,2581,2995.17,87.81,8,4763,28.22,0,Rejected,52
45,54525,604,Employed,23,9790,60,Mortgage,54%,25%,0,Debt Consolidation,0,24,15,669,4543.75,84.63,4,40076,22.19,0,Rejected,50
48,113998,626,Employed,25,25905,36,Mortgage,9%,43%,1,Auto,0,19,29,1067,9499.83,82.8,7,119157,16.21,1,Approved,47
70,135765,533,Employed,46,17963,48,Rent,29%,22%,0,Education,0,29,25,2975,11313.75,97.5,5,87031,25.49,1,Approved,38
18,33377,570,Employed,0,34469,48,Rent,22%,50%,0,Home,0,20,5,6911,2781.42,95.26,4,42102,24.18,0,Rejected,59
47,51769,473,Employed,23,16212,72,Mortgage,81%,29%,0,Home,0,29,14,4516,4314.08,98.51,8,59357,31.63,0,Rejected,53
33,67160,537,Employed,12,28042,24,Rent,16%,15%,0,Debt Consolidation,0,21,13,900,5596.67,93.18,10,63095,22.34,0,Rejected,47
32,55486,612,Unemployed,11,14242,36,Mortgage,27%,54%,0,Education,0,22,27,4922,4623.83,93.05,8,63225,23.19,0,Rejected,56
32,72606,519,Employed,8,14912,36,Mortgage,38%,44%,0,Auto,0,27,13,6692,6050.5,72.21,4,5673,23.62,1,Approved,45
29,62017,521,Employed,5,28407,48,Mortgage,36%,3%,0,Debt Consolidation,0,19,23,5260,5168.08,94.61,7,64614,24.24,0,Rejected,48
60,161953,653,Employed,39,9621,48,Rent,12%,29%,0,Home,0,21,6,7838,13496.08,73.01,11,61363,17.49,1,Approved,34
50,189938,555,Employed,26,15832,36,Mortgage,13%,13%,1,Home,0,24,21,709,15828.17,83.93,5,74965,18.12,1,Approved,46
40,56643,604,Employed,19,15849,24,Rent,19%,44%,0,Debt Consolidation,0,17,12,1542,4720.25,73.1,4,349766,19.79,1,Approved,37
56,174632,494,Employed,33,31628,84,Other,11%,31%,0,Home,0,29,6,1317,14552.67,85.93,4,103330,27.01,1,Approved,39
21,63890,458,Self-Employed,0,13641,108,Mortgage,41%,36%,0,Auto,0,19,29,581,5324.17,95.96,8,1531,36.35,0,Rejected,58
24,43248,513,Employed,4,27061,120,Own,39%,30%,0,Auto,0,30,24,3297,3604,66.08,5,258692,33.25,0,Rejected,49
18,79797,625,Employed,0,32624,108,Mortgage,20%,12%,0,Home,0,29,15,7372,6649.75,88.56,9,6024,30.67,0,Rejected,47
31,48088,517,Employed,4,11381,120,Own,23%,39%,0,Home,1,24,18,6303,4007.33,69.68,5,654095,32.05,1,Approved,42
41,45854,632,Employed,18,34878,60,Rent,38%,40%,0,Other,0,20,1,2835,3821.17,79.44,4,6744,24.21,0,Rejected,56
41,23931,580,Employed,14,13607,60,Mortgage,48%,69%,0,Home,0,22,9,726,1994.25,88.33,7,51677,24.46,0,Rejected,60
41,50570,613,Employed,21,23445,60,Own,23%,62%,0,Home,0,27,18,6277,4214.17,68.42,5,2907,19.93,0,Rejected,55
23,75253,453,Employed,0,35375,24,Rent,20%,35%,0,Education,0,33,20,455,6271.08,86.66,3,186582,31.95,0,Rejected,49
49,100576,564,Employed,31,16871,12,Mortgage,38%,20%,1,Home,0,19,17,11034,8381.33,59.79,6,13905,17.16,1,Approved,50
42,54149,542,Employed,20,19291,60,Mortgage,44%,16%,0,Home,0,37,19,1426,4512.42,62.94,3,7151,25.28,0,Rejected,51
48,150582,588,Employed,24,7169,96,Own,28%,48%,0,Home,0,30,13,7419,12548.5,75.95,2,6770,29.31,1,Approved,43
18,149627,450,Employed,0,88250,36,Mortgage,25%,13%,0,Debt Consolidation,0,25,24,2822,12468.92,83.55,7,113139,39.44,0,Rejected,44
43,76650,632,Employed,22,39651,48,Own,21%,48%,0,Home,0,26,28,632,6387.5,82.01,5,69153,20.9,1,Approved,41
25,102308,502,Employed,0,18142,48,Other,4%,32%,0,Home,0,28,20,2386,8525.67,84.85,6,8528,25.06,0,Rejected,52
35,55959,611,Unemployed,14,25242,24,Other,42%,13%,0,Other,0,27,18,3455,4663.25,95.61,5,10412,20.24,0,Rejected,51
46,53858,555,Employed,24,11817,60,Rent,49%,8%,0,Other,1,20,9,9513,4488.17,55.65,7,4890,20.47,0,Rejected,58
41,85241,563,Employed,19,74398,60,Mortgage,43%,43%,0,Education,1,20,21,4112,7103.42,81.42,3,49959,32.63,0,Rejected,62
29,42100,573,Self-Employed,9,25454,60,Rent,28%,24%,0,Debt Consolidation,0,18,15,5861,3508.33,76.44,2,7963,26.86,0,Rejected,56
40,15000,475,Employed,14,16203,72,Own,9%,15%,0,Other,1,23,16,43350,1250,84.5,3,60597,28.07,0,Rejected,55
21,34051,562,Employed,0,23301,36,Rent,12%,8%,0,Home,0,26,20,3586,2837.58,66.79,2,49166,25.19,0,Rejected,50
53,19045,531,Employed,28,48458,36,Other,28%,32%,0,Debt Consolidation,0,16,22,4256,1587.08,72.88,2,91876,27.63,0,Rejected,54
37,34414,605,Self-Employed,12,65035,36,Mortgage,6%,14%,0,Home,0,28,23,11040,2867.83,94.24,3,44306,23.32,0,Rejected,50
53,40688,597,Unemployed,32,27077,72,Rent,31%,5%,0,Auto,0,35,20,1282,3390.67,46.96,3,21540,23.6,0,Rejected,54
33,29952,435,Employed,8,38686,24,Mortgage,18%,68%,0,Debt Consolidation,0,26,11,3495,2496,88.74,4,51103,33.68,0,Rejected,57
33,19978,550,Employed,9,22864,48,Mortgage,27%,12%,0,Debt Consolidation,0,27,24,2224,1664.83,84.47,4,30466,21.5,0,Rejected,52
30,23924,615,Employed,10,25106,60,Rent,24%,18%,0,Education,0,21,24,1629,1993.67,75.17,8,24379,20.27,0,Rejected,49
50,39787,559,Employed,27,70138,108,Rent,45%,37%,0,Auto,1,23,26,2770,3315.58,78.81,7,87994,28.32,0,Rejected,60
31,41974,588,Employed,11,14292,36,Own,29%,23%,0,Debt Consolidation,0,29,19,4221,3497.83,82.95,2,3568,22.49,0,Rejected,53
47,41990,639,Employed,21,22432,60,Other,9%,5%,0,Education,0,25,21,7234,3499.17,90.67,4,3291,21.83,0,Rejected,47
35,56633,509,Employed,11,47083,60,Own,30%,21%,0,Auto,0,25,7,10600,4719.42,87.26,6,10059,30.67,0,Rejected,53
18,71446,497,Employed,0,25012,36,Own,21%,34%,1,Debt Consolidation,0,26,1,2430,5953.83,84.18,7,2825,25.18,0,Rejected,70
33,30510,646,Employed,8,21019,108,Mortgage,12%,11%,0,Home,0,28,17,2335,2542.5,82.11,2,2446,22.4,0,Rejected,47
25,21804,418,Employed,6,21901,36,Rent,7%,19%,0,Auto,0,23,19,839,1817,87.56,5,43588,30.32,0,Rejected,51
40,152488,652,Employed,19,15052,60,Mortgage,56%,11%,0,Debt Consolidation,0,24,2,5945,12707.33,82.3,2,15754,19.41,1,Approved,38
25,76711,563,Employed,3,17503,36,Rent,47%,26%,0,Debt Consolidation,0,27,14,1864,6392.58,98.41,6,4804,18.74,1,Approved,42
51,27527,623,Employed,24,48334,36,Rent,26%,29%,0,Auto,0,25,9,802,2293.92,83.97,6,18542,23.95,0,Rejected,52
38,22443,562,Employed,18,22675,24,Own,37%,56%,0,Education,0,28,8,6522,1870.25,59.29,7,150181,21.99,0,Rejected,57
37,27704,524,Employed,18,27898,36,Mortgage,14%,42%,0,Education,0,23,12,12277,2308.67,96.61,4,7453,29.85,0,Rejected,57
47,39046,530,Employed,27,10307,48,Rent,15%,18%,0,Home,0,27,9,1969,3253.83,78.29,1,282865,26.42,1,Approved,36
51,84457,646,Employed,27,29160,60,Mortgage,5%,10%,0,Other,0,23,3,639,7038.08,90.82,5,19007,20.16,0,Rejected,48
39,15000,632,Employed,18,33247,48,Rent,49%,9%,0,Auto,0,21,26,4200,1250,53.02,5,108431,21.86,0,Rejected,46
30,20365,411,Employed,8,53704,60,Mortgage,61%,38%,0,Home,0,21,11,698,1697.08,57.48,2,100965,33.89,0,Rejected,54
18,146490,622,Employed,0,26150,24,Rent,32%,20%,0,Auto,0,33,16,3909,12207.5,68.98,6,28345,18.24,1,Approved,38
31,39443,563,Self-Employed,9,13592,36,Own,38%,53%,0,Home,0,24,28,5588,3286.92,72.67,4,145808,20.14,1,Approved,46
32,45444,583,Self-Employed,9,44252,12,Mortgage,25%,15%,0,Debt Consolidation,0,16,25,1589,3787,81.35,5,90340,17.51,0,Rejected,52
41,40497,647,Employed,17,8323,48,Mortgage,35%,45%,0,Home,0,27,22,1049,3374.75,82.99,4,161268,18.04,1,Approved,40
35,88668,544,Employed,13,14189,96,Rent,31%,30%,0,Education,0,18,2,8788,7389,69.4,10,1881,27.21,0,Rejected,55
48,18227,621,Employed,26,23476,12,Mortgage,5%,36%,0,Home,0,25,28,1534,1518.92,76.26,3,6704,20.51,0,Rejected,52
32,33694,602,Unemployed,9,41701,84,Rent,72%,47%,0,Debt Consolidation,0,19,17,11065,2807.83,70.72,4,33713,25.3,0,Rejected,59
39,16031,446,Employed,15,41744,72,Own,26%,19%,0,Debt Consolidation,0,23,21,1008,1335.92,83.74,3,7758,32.77,0,Rejected,52
54,45036,567,Employed,33,26663,36,Rent,23%,56%,0,Auto,0,23,13,570,3753,66.18,9,88863,19.23,0,Rejected,57
44,51143,579,Unemployed,26,20913,108,Rent,41%,23%,0,Home,0,22,18,341,4261.92,75.75,6,157899,33.17,0,Rejected,52
39,18741,580,Employed,15,26669,60,Rent,22%,7%,0,Debt Consolidation,1,23,21,10458,1561.75,86.17,2,34541,25.54,0,Rejected,58
32,93931,531,Employed,8,20726,60,Rent,51%,22%,0,Home,0,29,1,3024,7827.58,96.91,4,218271,28.15,0,Rejected,52
32,66410,598,Employed,9,24177,48,Mortgage,58%,17%,0,Education,0,23,1,2881,5534.17,77.88,5,64003,19.9,0,Rejected,53
29,92102,606,Employed,6,8337,48,Rent,37%,23%,0,Home,0,23,22,4953,7675.17,81.59,3,4973,17.02,1,Approved,38
33,18343,577,Employed,12,56513,60,Rent,51%,25%,0,Debt Consolidation,0,25,22,1485,1528.58,98.17,2,60148,32.76,0,Rejected,53
49,24392,518,Employed,25,50599,36,Other,52%,28%,0,Debt Consolidation,0,25,2,3968,2032.67,86.82,7,100025,27.46,0,Rejected,55
37,103534,450,Employed,13,44159,72,Mortgage,41%,12%,0,Education,0,21,28,676,8627.83,63.82,5,72278,29.67,0,Rejected,48
23,49929,521,Employed,0,23182,24,Rent,49%,8%,0,Education,0,19,26,3386,4160.75,68.75,4,57707,25.04,0,Rejected,50
61,142813,634,Employed,34,9249,60,Own,20%,26%,0,Auto,0,27,26,5765,11901.08,47.22,1,7608,22.36,1,Approved,37
43,59467,587,Employed,24,19740,48,Rent,17%,7%,0,Home,0,22,4,11048,4955.58,80.25,3,100974,20.17,0,Rejected,48
23,40114,579,Employed,0,24513,36,Mortgage,55%,25%,0,Home,0,32,27,2106,3342.83,72.34,2,71316,21.46,0,Rejected,52
34,76664,560,Employed,14,12143,60,Mortgage,49%,5%,0,Home,0,24,27,1756,6388.67,88.72,3,105965,18.97,1,Approved,38
41,17997,480,Employed,17,19401,36,Mortgage,54%,18%,0,Other,0,25,22,2706,1499.75,94.46,7,53533,30,0,Rejected,51
60,60157,580,Self-Employed,41,32714,48,Own,32%,22%,0,Debt Consolidation,0,21,10,10883,5013.08,78.56,4,28048,22.42,0,Rejected,55
26,186825,539,Employed,6,17363,36,Mortgage,37%,35%,0,Education,1,18,5,1833,15568.75,77.73,11,105666,22.77,1,Approved,45
51,51047,562,Employed,30,12038,48,Own,4%,38%,0,Home,1,17,1,3738,4253.92,73.81,9,64978,23.47,0,Rejected,61
56,18992,597,Self-Employed,33,20176,60,Own,53%,48%,0,Home,0,23,21,7059,1582.67,63.22,8,76985,22.72,0,Rejected,60
32,59582,562,Unemployed,11,16036,36,Own,13%,52%,0,Auto,0,20,10,1015,4965.17,72.21,7,66438,19.6,0,Rejected,58
36,26810,624,Employed,15,11146,12,Other,54%,11%,0,Debt Consolidation,0,22,2,886,2234.17,95.17,5,17591,13.39,0,Rejected,54
27,45183,531,Employed,5,13959,60,Rent,59%,56%,0,Home,0,23,13,1297,3765.25,77.63,4,125763,24.79,0,Rejected,56
37,100627,593,Employed,15,16810,48,Rent,31%,70%,0,Auto,0,19,23,6371,8385.58,83.03,3,192360,21.74,1,Approved,42
39,60819,571,Employed,14,21126,36,Rent,3%,12%,0,Home,0,23,29,1341,5068.25,85.03,4,7721,24.46,0,Rejected,49
47,32426,625,Employed,23,26474,36,Own,44%,20%,0,Education,0,18,21,18619,2702.17,63.24,2,5542,18.95,0,Rejected,51
53,114349,585,Employed,31,33261,60,Rent,49%,53%,0,Auto,0,25,1,1944,9529.08,78.84,6,280772,27.58,1,Approved,45
31,21862,602,Employed,4,18154,60,Own,12%,18%,0,Home,0,26,19,16060,1821.83,84.77,6,25691,21.51,0,Rejected,48
18,37381,585,Employed,0,14844,36,Rent,10%,11%,0,Home,0,24,10,20104,3115.08,69.13,7,329579,23.34,0,Rejected,44
39,31024,462,Employed,18,39874,48,Mortgage,31%,32%,0,Education,0,23,14,2166,2585.33,72.43,1,82735,27.12,0,Rejected,53
43,15000,515,Employed,20,40803,60,Rent,46%,33%,0,Other,0,31,21,4594,1250,79.55,7,192337,31.56,0,Rejected,53
42,29613,650,Employed,18,16088,96,Rent,30%,41%,0,Home,0,21,27,9440,2467.75,76.01,6,10768,24.3,0,Rejected,52
36,39346,398,Employed,15,20327,48,Other,7%,39%,0,Debt Consolidation,1,23,9,4791,3278.83,71.63,2,150867,32.87,0,Rejected,57
41,91471,604,Employed,21,10045,72,Rent,25%,6%,0,Auto,0,14,7,7877,7622.58,88.01,4,9825,19.28,1,Approved,38
58,51206,588,Employed,35,15014,72,Mortgage,42%,51%,1,Education,0,27,2,6063,4267.17,86.24,5,188041,23.94,0,Rejected,71
44,48448,556,Employed,22,32275,48,Rent,44%,54%,1,Home,0,23,20,1748,4037.33,80.12,3,171487,24.54,0,Rejected,68
35,72486,608,Employed,10,31855,60,Mortgage,22%,8%,0,Education,0,25,6,2515,6040.5,73.52,9,9792,23.64,0,Rejected,49
33,47065,477,Employed,9,26541,36,Rent,8%,14%,0,Debt Consolidation,0,18,19,2318,3922.08,48.61,6,75584,25.67,0,Rejected,48
37,84861,619,Employed,16,20113,60,Rent,16%,15%,0,Home,0,23,25,2503,7071.75,71.31,2,7873,23.6,0,Rejected,45
59,77521,652,Employed,36,13432,72,Mortgage,27%,48%,0,Home,0,27,19,2976,6460.08,66.14,6,37388,20.06,1,Approved,40
37,29343,492,Employed,12,35217,24,Mortgage,20%,41%,0,Home,1,29,1,8624,2445.25,90.71,3,9621,22.08,0,Rejected,67
39,71498,631,Unemployed,19,28072,48,Rent,29%,34%,0,Other,0,24,8,10342,5958.17,73.17,6,18623,17.96,0,Rejected,55
34,80880,550,Employed,14,27626,36,Mortgage,25%,31%,0,Home,0,25,17,1233,6740,52.1,6,49140,22.04,1,Approved,42
53,125359,651,Employed,31,22414,24,Rent,20%,43%,0,Education,0,24,1,8670,10446.58,75.95,3,11443,17.67,1,Approved,41
63,35733,632,Employed,40,14020,60,Own,69%,27%,0,Home,0,23,29,2029,2977.75,96.32,7,6567,21.09,0,Rejected,52
45,36479,596,Employed,23,21090,48,Mortgage,29%,41%,1,Home,0,24,19,4759,3039.92,90.37,3,8183,20.41,0,Rejected,69
40,81836,520,Employed,18,25064,72,Rent,31%,64%,0,Other,0,17,5,3184,6819.67,77.14,5,6752,29.47,0,Rejected,59
40,68213,551,Employed,18,30291,36,Rent,60%,31%,0,Debt Consolidation,0,30,4,1177,5684.42,77.03,5,5505,19.48,0,Rejected,58
18,29952,585,Employed,0,20039,36,Rent,53%,10%,0,Education,0,20,7,5622,2496,92.33,2,55050,23.26,0,Rejected,52
48,34847,536,Employed,23,28783,12,Rent,45%,25%,0,Debt Consolidation,0,33,27,921,2903.92,91.31,5,1185153,19.76,1,Approved,37
41,43044,651,Employed,19,16679,36,Rent,8%,9%,0,Auto,0,15,26,5306,3587,53.77,7,97984,17.46,1,Approved,34
45,46587,542,Employed,18,27011,36,Own,14%,15%,0,Auto,0,14,11,2768,3882.25,94.67,8,254790,24.32,0,Rejected,44
31,26431,591,Employed,5,17340,96,Rent,28%,29%,1,Debt Consolidation,0,17,27,5843,2202.58,96.52,4,64513,23.19,0,Rejected,64
35,64151,589,Employed,10,5963,72,Mortgage,51%,21%,0,Education,0,24,19,7522,5345.92,82.01,3,33754,22.53,1,Approved,42
35,21813,617,Employed,11,22639,48,Rent,10%,18%,0,Debt Consolidation,0,28,29,2645,1817.75,83.98,7,165607,20.15,0,Rejected,44
52,32407,629,Employed,25,43461,36,Rent,47%,41%,1,Debt Consolidation,0,26,7,3496,2700.58,69.41,5,1393732,21.46,0,Rejected,60
35,51645,616,Employed,13,16614,60,Rent,26%,63%,0,Debt Consolidation,0,20,22,2962,4303.75,64.38,13,176879,23.97,0,Rejected,51
64,30880,637,Employed,43,11169,36,Rent,31%,38%,0,Debt Consolidation,0,22,18,3578,2573.33,81.26,6,55640,18.22,0,Rejected,50
45,49814,530,Unemployed,24,38707,60,Mortgage,29%,56%,0,Auto,0,26,29,1367,4151.17,74.34,4,54014,28.89,0,Rejected,60
24,45464,559,Employed,4,42258,12,Rent,16%,6%,0,Home,0,19,27,1513,3788.67,80.19,6,14734,23.26,0,Rejected,50
38,151274,591,Employed,15,20640,48,Mortgage,28%,66%,0,Education,0,19,21,542,12606.17,61.87,6,3712,22.68,1,Approved,45
32,21169,556,Employed,9,17247,60,Rent,68%,26%,0,Auto,0,37,9,11911,1764.08,76.25,6,4487,24.88,0,Rejected,57
18,53388,585,Unemployed,0,16237,60,Rent,45%,61%,0,Home,0,24,24,3571,4449,87.83,5,53723,23.32,0,Rejected,60
59,25151,572,Employed,37,15511,48,Rent,11%,44%,1,Education,0,25,8,1690,2095.92,83.68,2,29012,23.55,0,Rejected,70
48,34551,620,Employed,25,15461,36,Mortgage,33%,38%,0,Debt Consolidation,0,27,4,391,2879.25,94,8,170365,19.68,0,Rejected,51
46,27087,521,Employed,20,36577,120,Mortgage,8%,30%,0,Education,0,23,29,2753,2257.25,84.54,5,6780,28.73,0,Rejected,53
41,39971,548,Employed,17,32570,72,Mortgage,12%,30%,0,Education,0,28,28,3458,3330.92,82.69,4,1911,31.17,0,Rejected,52
23,94044,595,Employed,0,9510,72,Rent,22%,25%,0,Home,0,31,5,985,7837,70.32,4,13394,22.98,0,Rejected,53
34,97033,579,Employed,11,34554,36,Mortgage,25%,56%,0,Home,0,21,14,2582,8086.08,85.08,4,500784,25.29,1,Approved,39
50,46343,551,Employed,31,13458,72,Own,12%,27%,0,Debt Consolidation,0,23,7,5858,3861.92,63.85,1,179331,24.11,0,Rejected,49
27,31824,404,Unemployed,8,18961,36,Mortgage,31%,41%,0,Debt Consolidation,0,14,13,3546,2652,70.52,4,63486,31.78,0,Rejected,58
18,58800,459,Unemployed,0,26622,48,Mortgage,27%,39%,0,Other,0,30,12,14834,4900,85.89,12,8190,33.33,0,Rejected,57
37,50008,630,Employed,16,19712,72,Mortgage,11%,20%,0,Home,0,19,19,9616,4167.33,75.18,6,12122,22.31,0,Rejected,46
38,44441,592,Unemployed,17,56197,60,Mortgage,54%,5%,0,Auto,1,28,27,7843,3703.42,91.07,4,5223,26.64,0,Rejected,61
41,81932,638,Self-Employed,18,70378,60,Mortgage,52%,25%,0,Debt Consolidation,0,18,2,1671,6827.67,99.82,2,130354,27.67,0,Rejected,52
48,120431,596,Employed,24,16085,36,Other,55%,15%,0,Auto,0,35,27,1384,10035.92,79.64,2,42681,18.04,1,Approved,39
47,104249,635,Employed,23,29580,36,Rent,51%,10%,0,Home,0,26,29,268,8687.42,92.64,3,134263,22.16,1,Approved,34
43,110686,532,Employed,17,19639,48,Mortgage,34%,3%,0,Debt Consolidation,0,26,25,6501,9223.83,83.36,4,16554,21.81,1,Approved,39
54,62519,557,Employed,28,13190,120,Other,30%,3%,0,Auto,0,18,8,879,5209.92,78.66,7,75800,28.52,0,Rejected,49
21,28866,586,Employed,0,14160,60,Mortgage,33%,53%,0,Other,0,20,27,4111,2405.5,86.85,3,46171,25.51,0,Rejected,60
46,17955,638,Employed,22,44441,36,Mortgage,45%,35%,0,Home,0,25,27,5171,1496.25,89.53,2,85672,23.39,0,Rejected,52
47,15000,552,Employed,25,15489,36,Rent,23%,11%,0,Auto,0,21,27,1365,1250,84.7,2,21610,22.01,0,Rejected,52
25,43974,446,Employed,3,24038,60,Other,23%,31%,1,Home,0,27,15,432,3664.5,79.57,5,94724,30.25,0,Rejected,65
21,77157,554,Employed,1,24372,36,Rent,39%,24%,0,Auto,0,25,26,4458,6429.75,82.56,3,1600,19.04,1,Approved,42
31,64371,604,Employed,12,14534,48,Own,26%,10%,0,Home,0,21,3,2556,5364.25,60.01,5,46216,23.87,0,Rejected,50
32,49629,554,Employed,10,21210,24,Own,13%,36%,1,Debt Consolidation,0,23,25,2730,4135.75,60.29,7,47778,23.57,0,Rejected,66
49,28064,549,Employed,28,25756,84,Own,32%,45%,0,Debt Consolidation,0,28,7,1247,2338.67,57.53,2,15921,26.93,0,Rejected,59
32,50886,541,Employed,8,22712,60,Own,37%,37%,0,Education,0,19,19,632,4240.5,77.79,2,66056,23.23,0,Rejected,52
29,25267,512,Employed,7,26038,48,Mortgage,28%,24%,0,Home,0,21,18,3745,2105.58,76.87,7,24380,25.82,0,Rejected,54
32,20666,554,Employed,9,22691,60,Rent,50%,20%,0,Debt Consolidation,0,27,15,7918,1722.17,75.79,2,22696,23.22,0,Rejected,55
53,86634,621,Employed,28,22162,36,Own,19%,21%,0,Education,0,21,21,7353,7219.5,64.99,2,91832,19.43,1,Approved,36
